content,news_id,org_list
可成七月份營收3471億元，較六月的3335億元，月增41%；較去年同期的7852億元，年減558%。累計前七個月集團合併營收26502億元，較去年同期48006億元，年減448%，主因泰州廠今年不再計入營收，以及供應鏈缺料影響，符合公司預期。可成表示，目前整體市場供需仍受缺料影響，第三季營收展望預期持平；惟產品組合持續動態調整，以及來自新產品、新客戶貢獻，有上行潛力。可成第2季營收與獲利雙減，單季營收為10402億元，季減176%，年減538%；稅後純益為681億元，季減729%、年減754%，每股稅後純益為089元。營收及獲利雙減，主因淡季效應及供應鏈缺料等因素。惟毛利率表現仍在3成之上，第2季毛利率為321%。可成2021年上半年營收為23031億元，年減426%；上半稅後純益為3195億元，年減522%，EPS為419元，相較於2020年上半年EPS872元，幾乎是腰斬。上半年毛利率為32%，營益率為214%。進入下半年電子產業旺季，但受到缺料、缺櫃等不確定性，需求端近期市場亦出現雜音，整體供應鏈持續動態調整中。可成表示，將持續密切觀察遠距工作、學習需求的延續性、以及缺料對於供應鏈供需的影響。,123,"[(110, 113, 'ORG', '泰州廠')]"
大聯大第二季財報亮眼，營收、營業淨利、稅後淨利及EPS不但超越財測高標亦再創單季歷史新高，展望第三季，大聯大預計營收將持續挑戰2000億大關，每股獲利落在153~178元。大聯大第二季合併營收、營業淨利、稅後淨利及EPS不但超越財測高標亦再創單季歷史新高，分別為雙位數年成長337%、415%及503%達200226億元、3642億及3188億元，單季每股獲利166元。受惠於獲利成長帶動第二季股東權益報酬率創近10年新高達194%，營運資產報酬率提升至101%。大聯大累計上半年歸屬於母公司業主淨利5607億元，每股稅後盈餘31元。大聯大表示，第二季營收及淨利創新高，主因筆電、PC、基地台、網通暨周邊設備、伺服器及雲端等下游客戶出貨暢旺，帶動半導體及相關電子零組件需求持續強勁、上游調整價格等因素影響。展望2021年第三季，若以新台幣28元兌1美元匯率假設，大聯大預估營業收入為1900~2000億元，預估毛利率介於37%~39%，營業利益率則在16%~18%，稅後淨利為2562~2989億元，EPS為153~178元。,125,"[(5, 8, 'ORG', '大聯大'), (29, 32, 'ORG', 'eps'), (56, 59, 'ORG', '大聯大'), (91, 94, 'ORG', '大聯大'), (243, 246, 'ORG', '大聯大'), (280, 283, 'ORG', '大聯大'), (394, 397, 'ORG', '大聯大')]"
IKKA-KY公布半年報，上半年營收1886億元，營業利益376億元，稅後淨利099億元，每股盈餘432元，也較去年同期15元大幅成長。該公司2020年全年每股盈餘52元，今年上半年EPS也達去年的83％。日本TOYOTA甫公布第2季財報，上季TOYOTA/LEXUS品牌銷售量較去年同期大增491％至2545萬台，其中，TOYOTA因應全球各國嚴苛環保法規，加大在電動化車款的投入，整體電動車款占比大幅提升，電動化車款銷售量暴增約9成至677萬台，占TOYOTA/LEXUS品牌銷售量比重為266％。豐田第2季公開LEXUSNX大改款車系，除了提供燃油引擎外電動混合動力能源外，也搭載豐田最新款自動駕駛功能，顯示電動化及自駕功能已成為日系汽車目前發展重心。IKKA-KY目前生產中及開發中相關零組件產品，也順應著此一潮流，切入ADAS鏡頭等相關領域，同時，電子手煞車系統持續投入，目前EPB產線共19條，上月底增資東莞廠，計畫將EPB產線增加到22條，因應新能源車的趨勢。,130,"[(5, 12, 'ORG', 'IKKA-KY'), (276, 278, 'ORG', '豐田'), (449, 452, 'ORG', '東莞廠')]"
"台新金7月獲利首度納入保德信人壽。台新人壽，單月貢獻獲利3億元，台新金7月單月稅後盈餘為172億元，前7月累計稅後盈餘為1463億元，較去年同期的877億元，大幅成長668%，累計每股稅後淨利125元。在台新金各子公司方面，獲利佔比最大的台新銀行，7月單稅後盈餘138億元，月增70%，主要是當月核心動能持續穩健，且因疫情逐步緩解，淨利息收入及淨手續費收入均較前月成長；累計前7月稅後盈餘789億元，年增率4%。資產品質維持穩健，截至7月底逾放比為012%，備抵呆帳覆蓋率為1,069%。其次，子公司台新證券7月單月稅後盈餘22億元，主要是該月證券市場交易熱絡，經紀業務成交量及市占率皆持續提高所致，前7月累計稅後盈餘105億元，年成長高達146%。7月已經併入台新金的保德信人壽，台新人壽7月稅後淨利3億元，主係本月進入除權息旺季股利收入增加，並進行投資資產配置調整致獲利成長，累計稅後淨利3億元。",134,"[(5, 8, 'ORG', '台新金'), (16, 21, 'ORG', '保德信人壽'), (22, 26, 'ORG', '台新人壽'), (37, 40, 'ORG', '台新金'), (113, 116, 'ORG', '台新金'), (130, 134, 'ORG', '台新銀行'), (265, 269, 'ORG', '台新證券'), (346, 349, 'ORG', '台新金'), (350, 355, 'ORG', '保德信人壽'), (356, 360, 'ORG', '台新人壽')]"
晶華國際酒店召開董事會，通過第2季財表，總營收102億元，年增151％，稅後淨利為11億元，比去年成長892％，主因是去年疫情嚴峻，基期較低所致。上半年EPS為298元，比去年同期增加6108％。晶華表示，今年1至5月初疫情相對穩定，加上春節連假國旅需求暢旺，營運逐漸回穩，但5月15日後台灣爆發社區感染，疫情提升至三級管制，禁止國內旅遊及餐廳內用服務，對觀光旅遊業的營運造成嚴重衝擊。為因應衝擊，台北晶華酒店5月中旬即迅速推出全新的外帶外送服務平台開源搶市，若再加上端午連假節慶商機以及與電商網購平台合作所帶來的營收，6月餐飲業績已達到原營收的50％以上，為餐飲業績添柴增溫。展望後市，晶華表示，除了8月初的暑假和父親節檔期對於各家酒店在住房和餐飲上的營收有所注挹，緊接著到來的七夕情人節和中秋節也有用餐和送禮商機。隨著全台新冠疫苗覆蓋率提升，疫情警戒調降至第二級，雙北餐廳也重新開放內用，晶華也啟動「防疫20計畫」，首部曲結盟台灣半導體照明大廠華興集團、導入「非接觸式--BioLED365careUV抑菌技術」，強化入內用餐意願。,147,"[(5, 11, 'ORG', '晶華國際酒店'), (208, 214, 'ORG', '台北晶華酒店'), (303, 305, 'ORG', '晶華'), (393, 397, 'ORG', '雙北餐廳'), (405, 407, 'ORG', '晶華'), (424, 437, 'ORG', '台灣半導體照明大廠華興集團')]"
台灣鋼鐵集團旗下特殊合金材料大廠精剛上半年業績成長，稅後淨利999萬元，年增率20466%，每股稅後盈餘為009元。隨著航太市場可望逐步回溫，公司積極部署材料認證，後續展望穩健樂觀。精剛上半年營收為398億元，較去年同期增加078%；營業淨損縮減至725萬元，在業外挹注下，稅後淨利約999萬元，每股稅後盈餘為009元。精剛指出，由於目前造船業景氣熱絡，帶動船舶備件需求增加，因此公司第二季的營業毛利與營業利益表現都優於去年同期與上一季。精剛第二季毛利率上揚至722%，單季本業轉盈，單季營業利益157萬元。此外，公司為搶攻航太市場做材料認證的積極準備，有利公司爭取訂單並持續強化鈦、鎳基產品的開發銷售，對於今年業績展望抱持穩健樂觀看法。,148,"[(5, 11, 'ORG', '台灣鋼鐵集團'), (21, 23, 'ORG', '精剛'), (98, 100, 'ORG', '精剛'), (171, 173, 'ORG', '精剛'), (230, 232, 'ORG', '精剛')]"
巨路公布半年報數字，上半年營收為2979億元，較去年同期成長31％，毛利率為344％，亦較去年同期改善。在獲利部分，上半年稅後淨利達423億元，較去年穩定成長220％，上半年EPS為396元。巨路表示，由於台灣半導體和電廠客戶展開各項新建廠及系統升級專案，使公司得以於第二季認列工程款，對營收及獲利均有挹注。公司指出，由於半導體及天然氣產業展望頗為正面，公司下半年營運可望維持穩定增長趨勢。,149,"[(5, 7, 'ORG', '巨路')]"
記憶體模組廠創見資訊董事會通過2021年第二季合併財務報表，第二季合併營收379億元，相較上季增加845％。營業利益982億元，相較上季成長894％，稅後淨利820億元，成長467％；每股盈餘為191元。回顧今年第二季，受惠於需求強勁的產業環境及市場價格上漲，單季合併營收持續成長，平均毛利率達347％，EPS來到191元。創見依循穩健經營原則，發揮過往競爭優勢，帶動營收及獲利穩定成長。展望下半年，雖產品價格漲幅趨緩，但部分零組件缺料狀況依然嚴峻，故彈性的採購策略及供應鏈管理依然關鍵，包含上下游的交期掌控、生產排程管理、即時生產策略等，都將影響企業未來營運成果；另一方面，產品定價除依循市況，也同步考量客戶長期合作情形，力求互惠互利的雙贏模式，永續經營。,150,"[(11, 13, 'ORG', '創見')]"
杏一受惠快篩試劑等防疫商品銷售量加倍，帶動1～7月營收達3706億元，較去年同期成長1222％，上半年EPS174元，表現持穩。截至目前，杏一兩岸共計299間門市及22座商場。杏一表示，因疫情趨緩搭配快篩試劑等防疫商品熱賣，隨著疫情逐漸解封，加上年初至今的17間新展門市，今年營收動能仍然強勁。該公司7月營收525億元，成長866％，其中電商部門單月營收年成長8612％，除了原本防疫商品與維他命等保健食品持續熱銷之外；這幾年成功開發年輕族群，有效提升婦幼類商品銷售金額年成長27131％，成為新的成長動能；法人預估杏一全年營收獲利應可超越過往績效。,152,"[(5, 7, 'ORG', '杏一')]"
受大盤下跌市場買氣觀望，儒鴻今股價失守600元大關。儒鴻7月營收3465億元，年增267%；累計營收2147億元，年增51%，儒鴻明天將舉行線上法說會。儒鴻今年第2季財報表現亮眼，稅後純益達1524億元，較去年同期大幅成長114%，季增123%，為單季獲利歷史次高，僅次於去年第4季旺季寫下的1594億元。今年2QEPS為556元。上半年稅後純益2882億元，EPS達1051元。儒鴻第2季毛利率為2791%，較去年同期增加073個百分點，但較今年第1季減少073個百分點，主因為今年以來棉花、加工絲等上游原料價格大漲，加上海運缺艙運價大漲，成本上揚，不過儒鴻對於成本控管能力佳，使毛利率的波動都在1個百分點之內。展望下半年，公司重申，下半年是傳統旺季，訂單沒有問題，惟越南疫情升溫，生產端短期略受影響，訂單沒有消失只是遞延。,154,"[(17, 19, 'ORG', '儒鴻'), (31, 33, 'ORG', '儒鴻'), (72, 74, 'ORG', '儒鴻'), (85, 87, 'ORG', '儒鴻'), (215, 217, 'ORG', '儒鴻'), (305, 307, 'ORG', '儒鴻')]"
長興第二季營收13211億元，年增4751％；營業利益127億元，年增6119％；歸屬母公司稅後淨利1074億元，年增6521％；EPS087元。平均毛利率2192％，營益率961％，較去年同期增加082個百分點，本業受惠全球經濟復甦，第二季創下營收、獲利、EPS單季歷史新高表現。下游需求強勁，長興上半年營收24413億元，成長472％，為歷年同期新高。各部門營收占比分別為合成樹脂4883％、電子材料3078％、特用材料1959％，其中特用材料新產品自第二季起開始出貨，對獲利有所貢獻。上半年的獲利數字亦同步創下歷年同期新高，營業利益2295億元、歸屬母公司稅後淨利1899億元，分別成長10875％與1203％；EPS為153元。長興表示，營收占比最高的合成樹脂，客戶於第二季末下單逐漸轉為觀望，下半年中國大陸需求仍需觀察；不過馬來西亞廠在當地疫情嚴峻下，仍維持正常生產，上半年已順利轉虧為盈，東協市場的需求成長可密切觀察。此外，電子材料下半年進入傳統旺季，特用材料產品組合優化且需求穩定，整體而言，下半年展望仍然正向穩定。,161,"[(173, 175, 'ORG', '長興')]"
玉山金公布7月自結盈餘，單月稅後盈餘236億元，累計前7月稅後盈餘1261億元，較去年同期成長109%，創歷年同期新高，EPS站上1元。王山金表示，主要子公司玉山銀行累計前7月稅後盈餘1107億元，較去年同期成長36%，玉山證券累積稅後盈餘成長1820%，玉山創投累積稅後盈餘成長301%。面對市場環境變化，玉山聚焦跨境整合、數位轉型及風險管理，並持續將ESG融入金融服務，推動業務穩健發展。玉山銀董事長黃男州日前在法說會表示，玉山金在2010年歷經18年總資產達到1兆的規模後，2017年時，也就是再歷經7年，突破2兆規模，如今用了3年半的時間，又達到了3兆的規模，下一個再增加1兆的目標，就得看疫情變化，景氣復甦的速度，以及市場存放款的情況。預計4至5年，玉山金可以達到4兆元總資產規模，未來會藉由策略聯盟和併購方式，持續再壯大。,162,"[(5, 7, 'ORG', '玉山金'), (86, 90, 'ORG', '玉山銀行'), (119, 123, 'ORG', '玉山證券'), (139, 141, 'ORG', '玉山'), (209, 212, 'ORG', '玉山銀'), (227, 230, 'ORG', '玉山金'), (343, 346, 'ORG', '玉山金')]"
